clinical_trial	NCT04737031	Improving Tobacco Treatment Rates for Outpatient Cancer Patients Who Smoke (SPP1)	January 11, 2022	Recruiting	P50CA244690	34266468
clinical_trial	NCT04737031	Improving Tobacco Treatment Rates for Outpatient Cancer Patients Who Smoke (SPP1)	January 11, 2022	Recruiting	P50CA244690
clinical_trial	NCT05021133	Tele-Navigation of Lung Cancer Screening (Tele-Navi LCS)	January 11, 2022	Not yet recruiting	P50CA244693
clinical_trial	NCT04337203	Shared Healthcare Actions and Reflections Electronic Systems in Survivorship	December 8, 2021	Recruiting	P50CA244693
clinical_trial	NCT01548768	RHYTHM (Formerly Escape II Myocardium) (RHYTHM)	November 27, 2020	Completed	R01AR050026
clinical_trial	NCT04199026	Implantable Microdevice for the Delivery of Drugs and Their Effect on Tumors in Patients With Metastatic or Recurrent Sarcoma	November 26, 2021	Not yet recruiting	R01CA180279
clinical_trial	NCT00338377	Lymphodepletion Plus Adoptive Cell Transfer With or Without Dendritic Cell Immunization in Patients With Metastatic Melanoma	August 3, 2021	Active, not recruiting	R01CA187076
clinical_trial	NCT03278340	Using Technology to Scale-Up an Occupational Sun Protection Policy Program (SSW-T)	July 9, 2021	Enrolling by invitation	R01CA210259	32942054
clinical_trial	NCT03278340	Using Technology to Scale-Up an Occupational Sun Protection Policy Program (SSW-T)	July 9, 2021	Enrolling by invitation	R01CA210259
clinical_trial	NCT04131062	Trial to Compare eConsent With Standard Consent Among Prospective Biobank Participants	December 21, 2021	Enrolling by invitation	R01CA211723
clinical_trial	NCT03264898	Comparative Effectiveness of FITs With Colonoscopy	May 22, 2018	Recruiting	R01CA215034	33974994
clinical_trial	NCT03264898	Comparative Effectiveness of FITs With Colonoscopy	May 22, 2018	Recruiting	R01CA215034
clinical_trial	NCT03592771	THRIVE Breast Cancer App Study (THRIVE)	September 3, 2020	Recruiting	R01CA218155	31856812
clinical_trial	NCT03592771	THRIVE Breast Cancer App Study (THRIVE)	September 3, 2020	Recruiting	R01CA218155
clinical_trial	NCT05006482	Geriatric Evaluation and Management With Survivorship Health Education (GEMS) for Older Survivors of Cancer	December 7, 2021	Not yet recruiting	R01CA249467
clinical_trial	NCT04428905	Self-Management Survivorship Care in Stage I-III Non-small Cell Lung Cancer or Colorectal Cancer	February 16, 2021	Recruiting	R01CA249501	33415649
clinical_trial	NCT04428905	Self-Management Survivorship Care in Stage I-III Non-small Cell Lung Cancer or Colorectal Cancer	February 16, 2021	Recruiting	R01CA249501
clinical_trial	NCT03698162	Precise DCE-MRI in Diagnosing Participants With Recurrent High Grade Glioma or Melanoma Brain Metastases	October 18, 2021	Recruiting	R33CA225400
clinical_trial	NCT04746794	Early Detection of GEnetic Risk (EDGE)	February 10, 2021	Recruiting	U01CA232795
clinical_trial	NCT04763915	Improving Care After Inherited Cancer Testing (IMPACT)	January 3, 2022	Recruiting	U01CA254832	34645413
clinical_trial	NCT04763915	Improving Care After Inherited Cancer Testing (IMPACT)	January 3, 2022	Recruiting	U01CA254832
clinical_trial	NCT04539366	Testing a New Immune Cell Therapy, GD2-Targeted Modified T-cells (GD2CART), in Children, Adolescents, and Young Adults With Relapsed/Refractory Osteosarcoma and Neuroblastoma, The GD2-CAR PERSIST Trial	December 29, 2021	Recruiting	U24CA224309
clinical_trial	NCT04539366	Testing a New Immune Cell Therapy, GD2-Targeted Modified T-cells (GD2CART), in Children, Adolescents, and Young Adults With Relapsed/Refractory Osteosarcoma and Neuroblastoma, The GD2-CAR PERSIST Trial	December 29, 2021	Recruiting	UM1CA154967
clinical_trial	NCT04410302	Patient-Derived Xenografts to Reduce Cancer Health Disparities	July 13, 2021	Recruiting	U54CA233306
clinical_trial	NCT04514341	Implementing a Multilevel Intervention to Accelerate Colorectal Cancer Screening and Follow-up	August 14, 2020	Not yet recruiting	UG3CA233229	33121536
clinical_trial	NCT04514341	Implementing a Multilevel Intervention to Accelerate Colorectal Cancer Screening and Follow-up	August 14, 2020	Not yet recruiting	UH3CA233229	33121536
clinical_trial	NCT04514341	Implementing a Multilevel Intervention to Accelerate Colorectal Cancer Screening and Follow-up	August 14, 2020	Not yet recruiting	UH3CA233229
clinical_trial	NCT04514341	Implementing a Multilevel Intervention to Accelerate Colorectal Cancer Screening and Follow-up	August 14, 2020	Not yet recruiting	UG3CA233229
clinical_trial	NCT04406714	Scaling CRC Screening Through Outreach, Referral, and Engagement (SCORE) (SCORE)	May 12, 2021	Recruiting	UG3CA233251	34620250
clinical_trial	NCT04406714	Scaling CRC Screening Through Outreach, Referral, and Engagement (SCORE) (SCORE)	May 12, 2021	Recruiting	UH3CA233251	34620250
clinical_trial	NCT04406714	Scaling CRC Screening Through Outreach, Referral, and Engagement (SCORE) (SCORE)	May 12, 2021	Recruiting	UH3CA233251
clinical_trial	NCT04406714	Scaling CRC Screening Through Outreach, Referral, and Engagement (SCORE) (SCORE)	May 12, 2021	Recruiting	UG3CA233251
clinical_trial	NCT04427527	Accelerating Colorectal Cancer Screening Through Implementation Science in Appalachia (ACCSIS)	May 3, 2021	Recruiting	UH3CA233282	34011410
clinical_trial	NCT04427527	Accelerating Colorectal Cancer Screening Through Implementation Science in Appalachia (ACCSIS)	May 3, 2021	Recruiting	UH3CA233282
clinical_trial	NCT04941300	ColoRectal Cancer Screening for Southern California Community Health Centers	October 28, 2021	Enrolling by invitation	UH3CA233314
clinical_trial	NCT04500548	Testing the Combination of Two Immunotherapy Drugs (Nivolumab and Ipilimumab) in Children, Adolescent, and Young Adult Patients With Relapsed/Refractory Cancers That Have an Increased Number of Genetic Changes, The 3CI Study	December 8, 2021	Recruiting	UM1CA154967
clinical_trial	NCT03892967	Enhanced, EHR-facilitated Cancer Symptom Control (E2C2) Pragmatic Clinical Trial (E2C2)	August 13, 2021	Recruiting	UM1CA233033	32503661
clinical_trial	NCT03892967	Enhanced, EHR-facilitated Cancer Symptom Control (E2C2) Pragmatic Clinical Trial (E2C2)	August 13, 2021	Recruiting	UM1CA233033
clinical_trial	NCT03988543	Bilingual Electronic Symptom Management Program Across Multi-site, Comprehensive Cancer Center (NU IMPACT)	March 3, 2021	Recruiting	UM1CA233035
clinical_trial	NCT03850912	Symptom Management Implementation of Patient Reported Outcomes in Oncology (SIMPRO)	November 9, 2021	Recruiting	UM1CA233080
clinical_trial	NCT01727076	Recombinant Interleukin-15 in Treating Patients With Advanced Melanoma, Kidney Cancer, Non-small Cell Lung Cancer, or Squamous Cell Head and Neck Cancer	September 15, 2017	Completed	UM1CA154967	29203590
clinical_trial	NCT01727076	Recombinant Interleukin-15 in Treating Patients With Advanced Melanoma, Kidney Cancer, Non-small Cell Lung Cancer, or Squamous Cell Head and Neck Cancer	September 15, 2017	Completed	UM1CA154967	30045932
clinical_trial	NCT01727076	Recombinant Interleukin-15 in Treating Patients With Advanced Melanoma, Kidney Cancer, Non-small Cell Lung Cancer, or Squamous Cell Head and Neck Cancer	September 15, 2017	Completed	UM1CA154967
clinical_trial	NCT01628913	Efficacy and Safety of BEZ235 Compared to Everolimus in Patients With Advanced Pancreatic Neuroendocrine Tumors	April 7, 2016	Terminated	P50CA174521	29242283
clinical_trial	NCT01628913	Efficacy and Safety of BEZ235 Compared to Everolimus in Patients With Advanced Pancreatic Neuroendocrine Tumors	April 7, 2016	Terminated	P50CA174521
clinical_trial	NCT01576172	Abiraterone Acetate and Prednisone With or Without Veliparib in Treating Patients With Metastatic Castration-Resistant Prostate Cancer	November 12, 2020	Completed	P50CA186786	29261439
clinical_trial	NCT01576172	Abiraterone Acetate and Prednisone With or Without Veliparib in Treating Patients With Metastatic Castration-Resistant Prostate Cancer	November 12, 2020	Completed	P50CA186786
clinical_trial	NCT02435849	Study of Efficacy and Safety of CTL019 in Pediatric ALL Patients (ELIANA)	November 22, 2021	Active, not recruiting	P01CA214278	29385370
clinical_trial	NCT02435849	Study of Efficacy and Safety of CTL019 in Pediatric ALL Patients (ELIANA)	November 22, 2021	Active, not recruiting	P01CA214278	31606419
clinical_trial	NCT02435849	Study of Efficacy and Safety of CTL019 in Pediatric ALL Patients (ELIANA)	November 22, 2021	Active, not recruiting	P01CA214278	33496754
clinical_trial	NCT02435849	Study of Efficacy and Safety of CTL019 in Pediatric ALL Patients (ELIANA)	November 22, 2021	Active, not recruiting	P01CA214278
clinical_trial	NCT01295827	Study of Pembrolizumab (MK-3475) in Participants With Progressive Locally Advanced or Metastatic Carcinoma, Melanoma, or Non-small Cell Lung Carcinoma (P07990/MK-3475-001/KEYNOTE-001) (KEYNOTE-001)	December 13, 2019	Completed	R01CA205426	29486723
clinical_trial	NCT01295827	Study of Pembrolizumab (MK-3475) in Participants With Progressive Locally Advanced or Metastatic Carcinoma, Melanoma, or Non-small Cell Lung Carcinoma (P07990/MK-3475-001/KEYNOTE-001) (KEYNOTE-001)	December 13, 2019	Completed	R01CA205426
clinical_trial	NCT02957526	Web-Base App To Improve Aromatase Inhibitor Adherence (AETAPP)	July 19, 2018	Completed	R01CA218155	29492753
clinical_trial	NCT02957526	Web-Base App To Improve Aromatase Inhibitor Adherence (AETAPP)	July 19, 2018	Completed	R01CA218155
clinical_trial	NCT00033631	Radiation Therapy in Treating Patients With Stage II Prostate Cancer	July 29, 2021	Active, not recruiting	U24CA180803	29543933
clinical_trial	NCT00033631	Radiation Therapy in Treating Patients With Stage II Prostate Cancer	July 29, 2021	Active, not recruiting	U24CA180803
clinical_trial	NCT02135406	CART-19 for Multiple Myeloma	February 13, 2018	Completed	P01CA214278	29669947
clinical_trial	NCT02135406	CART-19 for Multiple Myeloma	February 13, 2018	Completed	P01CA214278
clinical_trial	NCT01578239	A Study Comparing Treatment With 177Lu-DOTA0-Tyr3-Octreotate to Octreotide LAR in Patients With Inoperable, Progressive, Somatostatin Receptor Positive Midgut Carcinoid Tumours (NETTER-1)	October 7, 2021	Completed	P50CA174521	29878866
clinical_trial	NCT01578239	A Study Comparing Treatment With 177Lu-DOTA0-Tyr3-Octreotate to Octreotide LAR in Patients With Inoperable, Progressive, Somatostatin Receptor Positive Midgut Carcinoid Tumours (NETTER-1)	October 7, 2021	Completed	P50CA174521	32123969
clinical_trial	NCT01578239	A Study Comparing Treatment With 177Lu-DOTA0-Tyr3-Octreotate to Octreotide LAR in Patients With Inoperable, Progressive, Somatostatin Receptor Positive Midgut Carcinoid Tumours (NETTER-1)	October 7, 2021	Completed	P50CA174521
clinical_trial	NCT02546167	CART-BCMA Cells for Multiple Myeloma	August 4, 2020	Completed	P01CA214278	29899820
clinical_trial	NCT02546167	CART-BCMA Cells for Multiple Myeloma	August 4, 2020	Completed	P01CA214278	30896447
clinical_trial	NCT02546167	CART-BCMA Cells for Multiple Myeloma	August 4, 2020	Completed	P01CA214278
clinical_trial	NCT01626495	Phase I/IIA Study of CART19 Cells for Patients With Chemotherapy Resistant or Refractory CD19+ Leukemia and Lymphoma (Pedi CART19)	March 23, 2020	Completed	P01CA214278	30178481
clinical_trial	NCT01626495	Phase I/IIA Study of CART19 Cells for Patients With Chemotherapy Resistant or Refractory CD19+ Leukemia and Lymphoma (Pedi CART19)	March 23, 2020	Completed	P01CA214278
clinical_trial	NCT02303990	RADVAX: A Stratified Phase I Trial of Pembrolizumab With Hypofractionated Radiotherapy in Patients With Advanced and Metastatic Cancers	May 12, 2021	Completed	P01CA210944	30318516
clinical_trial	NCT02303990	RADVAX: A Stratified Phase I Trial of Pembrolizumab With Hypofractionated Radiotherapy in Patients With Advanced and Metastatic Cancers	May 12, 2021	Completed	P01CA210944
clinical_trial	NCT01302834	Radiation Therapy With Cisplatin or Cetuximab in Treating Patients With Oropharyngeal Cancer	February 23, 2021	Unknown	U24CA180803	30449625
clinical_trial	NCT01302834	Radiation Therapy With Cisplatin or Cetuximab in Treating Patients With Oropharyngeal Cancer	February 23, 2021	Unknown	U24CA180803
clinical_trial	NCT02267603	Pembrolizumab in Treating Patients With Advanced Merkel Cell Cancer	October 4, 2021	Active, not recruiting	UM1CA154967	30726175
clinical_trial	NCT02267603	Pembrolizumab in Treating Patients With Advanced Merkel Cell Cancer	October 4, 2021	Active, not recruiting	UM1CA154967	33879601
clinical_trial	NCT02267603	Pembrolizumab in Treating Patients With Advanced Merkel Cell Cancer	October 4, 2021	Active, not recruiting	UM1CA154967
clinical_trial	NCT03478397	Evaluation of a mHealth Intervention to Increase Adherence to Triage of Self-collected HPV+ Women (ATICA Project) (ATICA)	April 6, 2021	Completed	R01CA218306	30808379
clinical_trial	NCT03478397	Evaluation of a mHealth Intervention to Increase Adherence to Triage of Self-collected HPV+ Women (ATICA Project) (ATICA)	April 6, 2021	Completed	R01CA218306
clinical_trial	NCT01623349	Phase I Study of the Oral PI3kinase Inhibitor BKM120 or BYL719 and the Oral PARP Inhibitor Olaparib in Patients With Recurrent Triple Negative Breast Cancer or High Grade Serous Ovarian Cancer	February 10, 2021	Completed	R01CA226776	30880072
clinical_trial	NCT01623349	Phase I Study of the Oral PI3kinase Inhibitor BKM120 or BYL719 and the Oral PARP Inhibitor Olaparib in Patients With Recurrent Triple Negative Breast Cancer or High Grade Serous Ovarian Cancer	February 10, 2021	Completed	R01CA226776	32164626
clinical_trial	NCT01623349	Phase I Study of the Oral PI3kinase Inhibitor BKM120 or BYL719 and the Oral PARP Inhibitor Olaparib in Patients With Recurrent Triple Negative Breast Cancer or High Grade Serous Ovarian Cancer	February 10, 2021	Completed	R01CA226776
clinical_trial	NCT00750269	Stereotactic Body Radiation Therapy in Treating Patients With Stage I Non-Small Cell Lung Cancer	May 7, 2019	Unknown	U24CA180803	30943123
clinical_trial	NCT00750269	Stereotactic Body Radiation Therapy in Treating Patients With Stage I Non-Small Cell Lung Cancer	May 7, 2019	Unknown	U24CA180803
clinical_trial	NCT00346164	Observation, Radiation Therapy, Combination Chemotherapy, and/or Surgery in Treating Young Patients With Soft Tissue Sarcoma	August 19, 2021	Active, not recruiting	U24CA180803	30954717
clinical_trial	NCT00346164	Observation, Radiation Therapy, Combination Chemotherapy, and/or Surgery in Treating Young Patients With Soft Tissue Sarcoma	August 19, 2021	Active, not recruiting	U24CA180803	31786124
clinical_trial	NCT00346164	Observation, Radiation Therapy, Combination Chemotherapy, and/or Surgery in Treating Young Patients With Soft Tissue Sarcoma	August 19, 2021	Active, not recruiting	U24CA180803
clinical_trial	NCT01747486	Dose Optimization Trial of CD19 Redirected Autologous T Cells	August 30, 2019	Completed	P01CA214278	31076448
clinical_trial	NCT01747486	Dose Optimization Trial of CD19 Redirected Autologous T Cells	August 30, 2019	Completed	P01CA214278
clinical_trial	NCT01029366	CART19 to Treat B-Cell Leukemia or Lymphoma That Are Resistant or Refractory to Chemotherapy	June 26, 2019	Completed	P01CA214278	31076448
clinical_trial	NCT01029366	CART19 to Treat B-Cell Leukemia or Lymphoma That Are Resistant or Refractory to Chemotherapy	June 26, 2019	Completed	P01CA214278	31815579
clinical_trial	NCT01029366	CART19 to Treat B-Cell Leukemia or Lymphoma That Are Resistant or Refractory to Chemotherapy	June 26, 2019	Completed	P01CA214278
clinical_trial	NCT01821729	Proton w/FOLFIRINOX-Losartan for Pancreatic Cancer	September 25, 2020	Active, not recruiting	R01CA208205	31145418
clinical_trial	NCT01821729	Proton w/FOLFIRINOX-Losartan for Pancreatic Cancer	September 25, 2020	Active, not recruiting	U01CA224348	31145418
clinical_trial	NCT01821729	Proton w/FOLFIRINOX-Losartan for Pancreatic Cancer	September 25, 2020	Active, not recruiting	R01CA208205
clinical_trial	NCT01821729	Proton w/FOLFIRINOX-Losartan for Pancreatic Cancer	September 25, 2020	Active, not recruiting	U01CA224348
clinical_trial	NCT02595866	Testing the Addition of an Experimental Medication MK-3475 (Pembrolizumab) to Usual Anti-Retroviral Medications in Patients With HIV and Cancer	December 28, 2021	Recruiting	UM1CA154967	31154457
clinical_trial	NCT02595866	Testing the Addition of an Experimental Medication MK-3475 (Pembrolizumab) to Usual Anti-Retroviral Medications in Patients With HIV and Cancer	December 28, 2021	Recruiting	UM1CA154967
clinical_trial	NCT00920621	Randomized Trial: Maternal Vitamin D Supplementation to Prevent Childhood Asthma (VDAART) (VDAART)	January 28, 2021	Active, not recruiting	U01CA164973	31155658
clinical_trial	NCT00920621	Randomized Trial: Maternal Vitamin D Supplementation to Prevent Childhood Asthma (VDAART) (VDAART)	January 28, 2021	Active, not recruiting	U01CA164973
clinical_trial	NCT03639350	The Healthy Diet and Lifestyle Study (HDL)	August 21, 2018	Completed	U01CA164973	31226790
clinical_trial	NCT03639350	The Healthy Diet and Lifestyle Study (HDL)	August 21, 2018	Completed	U01CA164973
clinical_trial	NCT01277757	Akt Inhibitor MK2206 in Treating Patients With Advanced Breast Cancer	December 19, 2018	Completed	R01CA226776	31277699
clinical_trial	NCT01277757	Akt Inhibitor MK2206 in Treating Patients With Advanced Breast Cancer	December 19, 2018	Completed	R01CA226776
clinical_trial	NCT00822120	S0816 Fludeoxyglucose F 18-PET/CT Imaging and Combination Chemotherapy With or Without Additional Chemotherapy and G-CSF in Treating Patients With Stage III or Stage IV Hodgkin Lymphoma	February 21, 2021	Active, not recruiting	U24CA180803	31331918
clinical_trial	NCT00822120	S0816 Fludeoxyglucose F 18-PET/CT Imaging and Combination Chemotherapy With or Without Additional Chemotherapy and G-CSF in Treating Patients With Stage III or Stage IV Hodgkin Lymphoma	February 21, 2021	Active, not recruiting	U24CA180803
clinical_trial	NCT02243579	Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome	September 20, 2019	Completed	UM1CA154967	31532724
clinical_trial	NCT02243579	Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome	September 20, 2019	Completed	U2CCA233195	34795254
clinical_trial	NCT02243579	Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome	September 20, 2019	Completed	U2CCA233238	34795254
clinical_trial	NCT02243579	Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome	September 20, 2019	Completed	UM1CA154967	34795254
clinical_trial	NCT02243579	Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome	September 20, 2019	Completed	UM1CA154967
clinical_trial	NCT02243579	Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome	September 20, 2019	Completed	U2CCA233195
clinical_trial	NCT02243579	Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome	September 20, 2019	Completed	U2CCA233238
clinical_trial	NCT01522443	Study of Cabozantinib (XL184) Versus Mitoxantrone Plus Prednisone in Men With Previously Treated Symptomatic Castration-resistant Prostate Cancer (COMET-2)	May 23, 2018	Terminated	U01CA233046	31556911
clinical_trial	NCT01522443	Study of Cabozantinib (XL184) Versus Mitoxantrone Plus Prednisone in Men With Previously Treated Symptomatic Castration-resistant Prostate Cancer (COMET-2)	May 23, 2018	Terminated	U01CA233046	33258687
clinical_trial	NCT01522443	Study of Cabozantinib (XL184) Versus Mitoxantrone Plus Prednisone in Men With Previously Treated Symptomatic Castration-resistant Prostate Cancer (COMET-2)	May 23, 2018	Terminated	U01CA233046	34420143
clinical_trial	NCT01522443	Study of Cabozantinib (XL184) Versus Mitoxantrone Plus Prednisone in Men With Previously Treated Symptomatic Castration-resistant Prostate Cancer (COMET-2)	May 23, 2018	Terminated	U01CA233046
clinical_trial	NCT01343043	A Pilot Study of Genetically Engineered NY-ESO-1 Specific NY-ESO-1&#7580;&#178;&#8309;&#8313;T in HLA-A2+ Patients With Synovial Sarcoma (NY-ESO-1)	June 30, 2021	Completed	P01CA214278	31651363
clinical_trial	NCT01343043	A Pilot Study of Genetically Engineered NY-ESO-1 Specific NY-ESO-1&#7580;&#178;&#8309;&#8313;T in HLA-A2+ Patients With Synovial Sarcoma (NY-ESO-1)	June 30, 2021	Completed	P01CA214278
clinical_trial	NCT01307631	Akt Inhibitor MK2206 in Treating Patients With Recurrent or Advanced Endometrial Cancer	September 5, 2017	Completed	P50CA098258	31714586
clinical_trial	NCT01307631	Akt Inhibitor MK2206 in Treating Patients With Recurrent or Advanced Endometrial Cancer	September 5, 2017	Completed	P50CA098258
clinical_trial	NCT02030847	Study of Redirected Autologous T Cells Engineered to Contain Anti-CD19 Attached to TCR and 4-1BB Signaling Domains in Patients With Chemotherapy Resistant or Refractory Acute Lymphoblastic Leukemia	August 30, 2019	Completed	P01CA214278	31815579
clinical_trial	NCT02030847	Study of Redirected Autologous T Cells Engineered to Contain Anti-CD19 Attached to TCR and 4-1BB Signaling Domains in Patients With Chemotherapy Resistant or Refractory Acute Lymphoblastic Leukemia	August 30, 2019	Completed	P01CA214278
clinical_trial	NCT00533949	High-Dose or Standard-Dose Radiation Therapy and Chemotherapy With or Without Cetuximab in Treating Patients With Newly Diagnosed Stage III Non-Small Cell Lung Cancer That Cannot Be Removed by Surgery	February 5, 2020	Unknown	U24CA180803	31841363
clinical_trial	NCT00533949	High-Dose or Standard-Dose Radiation Therapy and Chemotherapy With or Without Cetuximab in Treating Patients With Newly Diagnosed Stage III Non-Small Cell Lung Cancer That Cannot Be Removed by Surgery	February 5, 2020	Unknown	U24CA180803
clinical_trial	NCT02092324	Ruxolitinib Phosphate in Treating Patients With Chronic Neutrophilic Leukemia or Atypical Chronic Myeloid Leukemia	November 16, 2020	Completed	U54CA224019	31880950
clinical_trial	NCT02092324	Ruxolitinib Phosphate in Treating Patients With Chronic Neutrophilic Leukemia or Atypical Chronic Myeloid Leukemia	November 16, 2020	Completed	U54CA224019
clinical_trial	NCT01677910	TELESTAR (Telotristat Etiprate for Somatostatin Analogue Not Adequately Controlled Carcinoid Syndrome)	February 27, 2018	Completed	P50CA174521	32146619
clinical_trial	NCT01677910	TELESTAR (Telotristat Etiprate for Somatostatin Analogue Not Adequately Controlled Carcinoid Syndrome)	February 27, 2018	Completed	P50CA174521
clinical_trial	NCT02063659	Telotristat Etiprate for Carcinoid Syndrome Therapy (TELECAST)	February 26, 2018	Completed	P50CA174521	32146619
clinical_trial	NCT02063659	Telotristat Etiprate for Carcinoid Syndrome Therapy (TELECAST)	February 26, 2018	Completed	P50CA174521
clinical_trial	NCT00002874	Radiation Therapy With or Without Bicalutamide for Recurrent pT3N0 Prostate Cancer After Radical Prostatectomy	August 18, 2020	Unknown	P50CA186786	32215583
clinical_trial	NCT00002874	Radiation Therapy With or Without Bicalutamide for Recurrent pT3N0 Prostate Cancer After Radical Prostatectomy	August 18, 2020	Unknown	P50CA186786
clinical_trial	NCT02315612	Anti-CD22 Chimeric Receptor T Cells in Pediatric and Young Adults With Recurrent or Refractory CD22-expressing B Cell Malignancies	December 30, 2021	Recruiting	U01CA224766	32286905
clinical_trial	NCT02315612	Anti-CD22 Chimeric Receptor T Cells in Pediatric and Young Adults With Recurrent or Refractory CD22-expressing B Cell Malignancies	December 30, 2021	Recruiting	U01CA224766
clinical_trial	NCT01363206	Granulocyte Macrophage-Colony Stimulating Factor and Ipilimumab as Therapy in Melanoma (GIPI)	March 19, 2020	Completed	U01CA233100	32376721
clinical_trial	NCT01363206	Granulocyte Macrophage-Colony Stimulating Factor and Ipilimumab as Therapy in Melanoma (GIPI)	March 19, 2020	Completed	U01CA233100
clinical_trial	NCT00064129	Ipilimumab and Sargramostim in Treating Patients With Metastatic Prostate Cancer	July 30, 2020	Completed	U01CA233100	32376721
clinical_trial	NCT00064129	Ipilimumab and Sargramostim in Treating Patients With Metastatic Prostate Cancer	July 30, 2020	Completed	U01CA233100
clinical_trial	NCT03799432	Collaborative Organizational Approach to Selecting and Tailoring Implementation Strategies (COAST-IS)	January 8, 2021	Active, not recruiting	P50CA244431	32391524
clinical_trial	NCT03799432	Collaborative Organizational Approach to Selecting and Tailoring Implementation Strategies (COAST-IS)	January 8, 2021	Active, not recruiting	P50CA244431
clinical_trial	NCT00557193	Combination Chemotherapy With or Without Lestaurtinib in Treating Younger Patients With Newly Diagnosed Acute Lymphoblastic Leukemia	March 25, 2021	Active, not recruiting	U01CA232486	32414848
clinical_trial	NCT00557193	Combination Chemotherapy With or Without Lestaurtinib in Treating Younger Patients With Newly Diagnosed Acute Lymphoblastic Leukemia	March 25, 2021	Active, not recruiting	U01CA232486
clinical_trial	NCT01454297	Relating Clinical Outcomes in Multiple Myeloma to Personal Assessment of Genetic Profile (CoMMpass)	August 16, 2018	Active, not recruiting	U2CCA233303	32471990
clinical_trial	NCT01454297	Relating Clinical Outcomes in Multiple Myeloma to Personal Assessment of Genetic Profile (CoMMpass)	August 16, 2018	Active, not recruiting	U2CCA233303
clinical_trial	NCT02451423	Neoadjuvant Atezolizumab in Localized Bladder Cancer	March 30, 2020	Recruiting	R01CA194511	32497499
clinical_trial	NCT02451423	Neoadjuvant Atezolizumab in Localized Bladder Cancer	March 30, 2020	Recruiting	U01CA233100	32497499
clinical_trial	NCT02451423	Neoadjuvant Atezolizumab in Localized Bladder Cancer	March 30, 2020	Recruiting	U01CA244452	32497499
clinical_trial	NCT02451423	Neoadjuvant Atezolizumab in Localized Bladder Cancer	March 30, 2020	Recruiting	R01CA194511
clinical_trial	NCT02451423	Neoadjuvant Atezolizumab in Localized Bladder Cancer	March 30, 2020	Recruiting	U01CA233100
clinical_trial	NCT02451423	Neoadjuvant Atezolizumab in Localized Bladder Cancer	March 30, 2020	Recruiting	U01CA244452
